,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Delta 15 N (o/oo),Delta 13 C (o/oo),MALE,FEMALE,,Adelie Penguin (Pygoscelis adeliae),Chinstrap penguin (Pygoscelis antarctica),Gentoo penguin (Pygoscelis papua)
206,0.3781818181818181,0.5000000000000001,0.2542372881355932,0.18055555555555555,0.8077501629590016,0.7458424511045006,0,1,0,0,1,0
207,0.730909090909091,0.6785714285714287,0.423728813559322,0.20833333333333334,0.8954722468285674,0.7594641690937729,1,0,0,0,1,0
208,0.47636363636363643,0.41666666666666685,0.3220338983050847,0.1527777777777778,0.8320811953669507,0.6898141986523747,0,1,0,0,1,0
209,0.6254545454545453,0.8095238095238093,0.5254237288135594,0.375,0.9426091825307952,0.7500796998950742,1,0,0,0,1,0
210,0.6581818181818182,0.6785714285714287,0.5084745762711864,0.3055555555555556,0.8827865153515739,0.8092371404606187,1,0,0,0,1,0
211,0.4909090909090909,0.7499999999999999,0.3728813559322034,0.22916666666666666,0.7678502782838326,0.7306638769124105,0,1,0,0,1,0
212,0.7199999999999999,0.7619047619047619,0.576271186440678,0.3472222222222222,0.46012171657238626,1.0,1,0,0,0,1,0
213,0.5345454545454544,0.40476190476190477,0.288135593220339,0.2638888888888889,0.8433796861158933,0.7852405079746322,0,1,0,0,1,0
214,0.4945454545454546,0.4642857142857143,0.3898305084745763,0.2638888888888889,0.6831533820260405,0.8355087019904848,0,1,0,0,1,0
215,0.8618181818181817,0.7976190476190477,0.5932203389830508,0.3611111111111111,0.8659599538700679,0.7687093569224389,1,0,0,0,1,0
216,0.4145454545454545,0.5952380952380955,0.5084745762711864,0.19444444444444445,0.728669084588257,0.8081445554912448,0,1,0,0,1,0
217,0.6363636363636364,0.6071428571428571,0.3559322033898305,0.2986111111111111,0.7644866373619029,0.7157174383370418,1,0,0,0,1,0
218,0.6799999999999998,0.7023809523809524,0.6440677966101694,0.3888888888888889,0.9811970383246144,0.7215177336135467,1,0,0,0,1,0
219,0.6581818181818182,0.6666666666666666,0.4406779661016949,0.2986111111111111,0.7357598903578416,0.8561130593307683,0,1,0,0,1,0
220,0.509090909090909,0.011904761904761862,0.6610169491525424,0.5,0.15075796827731455,0.46570737912698457,0,1,0,0,0,1
221,0.6509090909090909,0.38095238095238104,0.9830508474576272,0.8333333333333334,0.21533987397837256,0.5029140757752558,1,0,0,0,0,1
222,0.6036363636363636,0.11904761904761904,0.6440677966101694,0.4861111111111111,0.21512677374605144,0.4818578277677531,0,1,0,0,0,1
223,0.6509090909090909,0.24999999999999994,0.7796610169491526,0.8333333333333334,0.26040012702445214,0.5007289058365089,1,0,0,0,0,1
224,0.5636363636363636,0.1666666666666667,0.7288135593220338,0.75,0.2516671959352178,0.45621767511537126,1,0,0,0,0,1
225,0.5236363636363636,0.04761904761904766,0.6440677966101694,0.5138888888888888,0.15171900854072315,0.5231563015534518,0,1,0,0,0,1
226,0.48363636363636353,0.17857142857142858,0.6610169491525424,0.5833333333333334,0.2561172301983924,0.4799697914184107,0,1,0,0,0,1
227,0.530909090909091,0.26190476190476203,0.7966101694915254,0.6944444444444444,0.24842055121926757,0.4924184507578449,1,0,0,0,0,1
228,0.4072727272727271,0.035714285714285796,0.6271186440677966,0.4722222222222222,0.21068927479066066,0.5251774289897144,0,1,0,0,0,1
229,0.5345454545454544,0.2738095238095239,0.7288135593220338,0.6805555555555556,0.2218331634102723,0.507098707159372,1,0,0,0,0,1
230,0.3199999999999999,0.07142857142857138,0.711864406779661,0.5416666666666666,0.23549247045845823,0.5030347862959512,0,1,0,0,0,1
231,0.6145454545454545,0.3571428571428573,0.7457627118644068,0.7916666666666666,0.19720964048737272,0.46827015633559993,1,0,0,0,0,1
232,0.48727272727272725,0.07142857142857138,0.711864406779661,0.5416666666666666,0.06038675602948305,0.4957612036386489,0,1,0,0,0,1
233,0.5927272727272727,0.17857142857142858,0.6949152542372882,0.875,0.07880530159950533,0.4761225304639303,1,0,0,0,0,1
234,0.498181818181818,0.17857142857142858,0.6440677966101694,0.4166666666666667,0.06993866056057882,0.43095512973285793,0,1,0,0,0,1
235,0.6254545454545453,0.3095238095238095,0.7627118644067796,0.875,0.1835043706439805,0.462355340821512,1,0,0,0,0,1
236,0.35999999999999993,0.04761904761904766,0.6440677966101694,0.4027777777777778,0.002774481456101344,0.46187868902184237,0,1,0,0,0,1
237,0.6218181818181818,0.24999999999999994,0.8305084745762712,1.0,0.26807173538800927,0.6242436247821793,1,0,0,0,0,1
238,0.5127272727272728,0.1666666666666667,0.6271186440677966,0.5833333333333334,0.08706606942889118,0.5074639338630147,0,1,0,0,0,1
239,0.6036363636363636,0.23809523809523808,0.847457627118644,0.7361111111111112,0.13902074175594578,0.5022393349159828,1,0,0,0,0,1
240,0.6581818181818182,0.142857142857143,0.7796610169491526,0.8333333333333334,0.11031070849559604,0.5079374905211292,1,0,0,0,0,1
241,0.4727272727272727,0.1666666666666667,0.7288135593220338,0.6388888888888888,0.0,0.4806290565699027,0,1,0,0,0,1
242,0.5236363636363636,0.1666666666666667,0.6949152542372882,0.4722222222222222,0.11372031221273235,0.5026014664780692,0,1,0,0,0,1
243,0.5163636363636362,0.32142857142857156,0.7288135593220338,0.6527777777777778,0.11595577543413929,0.5066653873414901,1,0,0,0,0,1
244,0.39272727272727265,0.0,0.7288135593220338,0.6388888888888888,0.022179137905099188,0.50349596238784,0,1,0,0,0,1
245,0.509090909090909,0.23809523809523808,0.7288135593220338,0.6666666666666666,0.08571225618826345,0.4922141714151292,1,0,0,0,0,1
246,0.45090909090909087,0.142857142857143,0.7457627118644068,0.3888888888888889,0.13956393842656825,0.41018982503164847,0,0,0,0,0,1
247,0.5709090909090907,0.22619047619047622,0.7288135593220338,0.8194444444444444,0.12175126606608624,0.4750144697867754,1,0,0,0,0,1
248,0.5854545454545456,0.142857142857143,0.6440677966101694,0.5277777777777778,0.023608162992428582,0.46749946608808207,0,1,0,0,0,1
249,0.6509090909090909,0.26190476190476203,0.8135593220338984,0.7916666666666666,0.28118784576557276,0.5659063967290549,1,0,0,0,0,1
250,0.5527272727272726,0.26190476190476203,0.847457627118644,0.7083333333333334,0.46012171657238626,0.41234975694302145,1,0,0,0,0,1
251,0.38909090909090893,0.1309523809523809,0.6271186440677966,0.5555555555555556,0.0009693971352643697,0.4813780808265262,0,1,0,0,0,1
252,0.4727272727272727,0.1666666666666667,0.5932203389830508,0.6527777777777778,0.14285236750179664,0.4583471325061047,0,1,0,0,0,1
253,1.0,0.4642857142857143,0.9830508474576272,0.9305555555555556,0.05692283264528435,0.4136470981500345,1,0,0,0,0,1
254,0.6181818181818182,0.2023809523809525,0.8135593220338984,0.6805555555555556,0.1108288345506508,0.11900509769814407,0,1,0,0,0,1
255,0.5927272727272727,0.38095238095238104,0.8135593220338984,0.75,0.16897177048687148,0.04867729125591569,1,0,0,0,0,1
256,0.38181818181818183,0.07142857142857138,0.6949152542372882,0.625,0.14087596730791743,0.09559654210785408,0,1,0,0,0,1
257,0.44727272727272716,0.5000000000000001,0.7966101694915254,0.7083333333333334,0.21111965369123062,0.07044851696292388,1,0,0,0,0,1
258,0.4327272727272727,0.05952380952380952,0.6101694915254238,0.4583333333333333,0.16195199812806085,0.10382033322294058,0,1,0,0,0,1
259,0.6036363636363636,0.3095238095238095,0.6101694915254238,0.7361111111111112,0.21542344269692965,0.05369451571867678,1,0,0,0,0,1
260,0.3854545454545455,0.07142857142857138,0.6101694915254238,0.3472222222222222,0.21455014958800658,0.13119376514684913,0,1,0,0,0,1
261,0.6363636363636364,0.3452380952380953,0.8983050847457628,0.8333333333333334,0.31381725192625926,0.05441877884285083,1,0,0,0,0,1
262,0.47999999999999987,0.07142857142857138,0.6440677966101694,0.4444444444444444,0.31085474085340414,0.08995409905072005,0,1,0,0,0,1
263,0.6363636363636364,0.22619047619047622,0.7457627118644068,0.5694444444444444,0.26461199043973865,0.07695759965582073,1,0,0,0,0,1
264,0.6690909090909091,0.3333333333333334,0.847457627118644,0.7916666666666666,0.34962644782804897,0.1281945729787956,1,0,0,0,0,1
265,0.41818181818181815,0.09523809523809532,0.7627118644067796,0.6111111111111112,0.26708980294496143,0.0749148062286637,0,1,0,0,0,1
266,0.48727272727272725,0.09523809523809532,0.6440677966101694,0.4166666666666667,0.35353328542060114,0.12400994159467935,0,1,0,0,0,1
267,0.6690909090909091,0.3333333333333334,0.8983050847457628,0.75,0.4286364927880197,0.1370188215558045,1,0,0,0,0,1
268,0.46545454545454534,0.023809523809523937,0.6949152542372882,0.6666666666666666,0.3424102889806288,0.03779167840241269,0,1,0,0,0,1
269,0.47636363636363643,0.32142857142857156,0.7288135593220338,0.7222222222222222,0.38712373184469623,0.1054050456997651,1,0,0,0,0,1
270,0.5272727272727272,0.1309523809523809,0.6440677966101694,0.5972222222222222,0.31367100666878367,0.04798088440574837,0,1,0,0,0,1
271,0.5963636363636363,0.11904761904761904,0.8135593220338984,0.7222222222222222,0.320264578562952,0.06962830445050489,1,0,0,0,0,1
272,0.4727272727272727,0.15476190476190485,0.6440677966101694,0.4722222222222222,0.3707567983152548,0.0,0,1,0,0,0,1
273,0.6545454545454545,0.22619047619047622,0.8983050847457628,0.6388888888888888,0.3632439705169564,0.12516752453673535,1,0,0,0,0,1
274,0.5236363636363636,0.15476190476190485,0.7627118644067796,0.6111111111111112,0.3575445839113504,0.058337228053125564,0,1,0,0,0,1
275,0.46909090909090906,0.2738095238095239,0.8135593220338984,0.6527777777777778,0.418963413615016,0.0811948484463943,1,0,0,0,0,1
276,0.4254545454545453,0.09523809523809532,0.6101694915254238,0.4444444444444444,0.39736507830388934,0.05397617360030033,0,1,0,0,0,1
277,0.48727272727272725,0.22619047619047622,0.8135593220338984,0.6388888888888888,0.4194481121826476,0.08345739692404903,1,0,0,0,0,1
278,0.4036363636363637,0.1666666666666667,0.6101694915254238,0.4861111111111111,0.35578128394979197,0.04756923057876078,0,1,0,0,0,1
279,0.6654545454545453,0.26190476190476203,0.8813559322033898,0.7916666666666666,0.4655905801340444,0.06811787537103094,1,0,0,0,0,1
280,0.47999999999999987,0.08333333333333345,0.6101694915254238,0.4166666666666667,0.4253438852768632,0.07057232262517556,0,1,0,0,0,1
281,0.5127272727272728,0.21428571428571436,0.8305084745762712,0.7222222222222222,0.4047734452039914,0.054103074404108185,1,0,0,0,0,1
282,0.4945454545454546,0.09523809523809532,0.711864406779661,0.4722222222222222,0.4163811402115961,0.1280460061840934,0,1,0,0,0,1
283,0.8072727272727271,0.3095238095238095,1.0,0.8194444444444444,0.36119235847637515,0.05474686384781821,1,0,0,0,0,1
284,0.498181818181818,0.1309523809523809,0.7966101694915254,0.5555555555555556,0.40625678995838244,0.12458873306570735,0,1,0,0,0,1
285,0.6436363636363635,0.4404761904761906,0.9830508474576272,0.8333333333333334,0.3503493172435695,0.10117398719230498,1,0,0,0,0,1
286,0.5127272727272728,0.15476190476190485,0.711864406779661,0.5416666666666666,0.25502247998529204,0.06287470557465977,0,0,0,0,0,1
287,0.6327272727272727,0.369047619047619,0.9661016949152542,0.8611111111111112,0.361994618174525,0.08370810339010856,1,0,0,0,0,1
288,0.4145454545454545,0.1309523809523809,0.8135593220338984,0.5555555555555556,0.4249928966589226,0.10209943451763856,0,1,0,0,0,1
289,0.6763636363636364,0.22619047619047622,0.864406779661017,0.7916666666666666,0.41922665507847107,0.08544138266163641,1,0,0,0,0,1
290,0.5672727272727274,0.22619047619047622,0.7457627118644068,0.5694444444444444,0.37521518945028487,0.09007790471297282,0,1,0,0,0,1
291,0.5199999999999999,0.2976190476190476,0.8305084745762712,0.6388888888888888,0.30025404890441426,0.09616914329576863,1,0,0,0,0,1
292,0.5854545454545456,0.2976190476190476,0.8305084745762712,0.6666666666666666,0.25668549748458186,0.10800805974861304,1,0,0,0,0,1
293,0.5236363636363636,0.2023809523809525,0.7627118644067796,0.6944444444444444,0.39806705553977056,0.13174160520231423,0,1,0,0,0,1
294,0.5199999999999999,0.22619047619047622,0.7457627118644068,0.5555555555555556,0.3539887349367388,0.019759383695414082,0,1,0,0,0,1
295,0.6,0.3452380952380953,0.9830508474576272,0.8611111111111112,0.4028847921645966,0.09488156440834856,1,0,0,0,0,1
296,0.5599999999999999,0.1309523809523809,0.6271186440677966,0.5277777777777778,0.3178912269559256,0.07156276792319115,0,1,0,0,0,1
297,0.6909090909090909,0.38095238095238104,0.8135593220338984,0.9166666666666666,0.3221866590897692,0.07748067857883527,1,0,0,0,0,1
298,0.47636363636363643,0.08333333333333345,0.7288135593220338,0.5694444444444444,0.25686517022947986,0.11295719109713483,0,1,0,0,0,1
299,0.47636363636363643,0.39285714285714274,0.864406779661017,0.9027777777777778,0.23620280456619486,0.1111867701269317,1,0,0,0,0,1
300,0.6181818181818182,0.1666666666666667,0.6779661016949152,0.5347222222222222,0.30327923651618716,0.22964093262805452,0,1,0,0,0,1
301,0.7418181818181818,0.2976190476190476,0.8305084745762712,0.7638888888888888,0.273190319399642,0.22991020994345224,1,0,0,0,0,1
302,0.5563636363636363,0.17857142857142858,0.6779661016949152,0.5625,0.2334951780849394,0.239827043489834,0,1,0,0,0,1
303,0.6509090909090909,0.3333333333333334,0.8813559322033898,0.7361111111111112,0.23742708629305853,0.192446616546008,1,0,0,0,0,1
304,0.46545454545454534,0.08333333333333345,0.6779661016949152,0.5694444444444444,0.20064013638414865,0.2521983242903615,0,1,0,0,0,1
305,0.6799999999999998,0.5000000000000001,0.9491525423728814,0.8055555555555556,0.26828901405625816,0.2223394936967443,1,0,0,0,0,1
306,0.4109090909090908,0.15476190476190485,0.7796610169491526,0.5277777777777778,0.2517424077819194,0.2576860102696798,0,1,0,0,0,1
307,0.698181818181818,0.1309523809523809,0.7796610169491526,0.7222222222222222,0.21813942605004125,0.2089963384475394,1,0,0,0,0,1
308,0.5599999999999999,0.10714285714285718,0.6779661016949152,0.6041666666666666,0.20671140378733455,0.24216697050639657,0,1,0,0,0,1
309,0.7272727272727273,0.4642857142857143,0.9830508474576272,0.7916666666666666,0.2689868128562116,0.27917248295350827,1,0,0,0,0,1
310,0.5599999999999999,0.22619047619047622,0.7796610169491526,0.625,0.2776612458424559,0.28879837319359797,0,1,0,0,0,1
311,0.730909090909091,0.4761904761904764,0.9491525423728814,0.75,0.30703565041533676,0.3467177571366225,1,0,0,0,0,1
312,0.48727272727272725,0.1666666666666667,0.6779661016949152,0.5694444444444444,0.2187244070799415,0.24453475379696482,0,1,0,0,0,1
313,0.6327272727272727,0.3571428571428573,0.8813559322033898,0.8194444444444444,0.5019638648860959,0.41059838371707985,1,0,0,0,0,1
314,0.45090909090909087,0.19047619047619044,0.711864406779661,0.5972222222222222,0.23769450619244206,0.2641084289990003,0,1,0,0,0,1
315,0.6799999999999998,0.3095238095238095,0.9152542372881356,0.6944444444444444,0.26692684394377497,0.2804507764162598,1,0,0,0,0,1
316,0.629090909090909,0.32142857142857156,0.7457627118644068,0.6180555555555556,0.16882552522939587,0.29484318465304993,1,0,0,0,0,1
317,0.5381818181818181,0.17857142857142858,0.847457627118644,0.6041666666666666,0.10692617539402635,0.30062490908021655,0,1,0,0,0,1
318,0.5927272727272727,0.15476190476190485,0.5254237288135594,0.5347222222222222,0.22296969798265118,0.27201032539223174,0,1,0,0,0,1
319,0.6909090909090909,0.40476190476190477,0.8983050847457628,0.7083333333333334,0.24000935969647838,0.20115634488543377,1,0,0,0,0,1
320,0.5963636363636363,0.22619047619047622,0.7966101694915254,0.5972222222222222,0.19643245140478982,0.2571784070544473,0,1,0,0,0,1
321,0.8654545454545454,0.4642857142857143,0.9491525423728814,0.8055555555555556,0.2839665056576022,0.20560715844339159,1,0,0,0,0,1
322,0.5490909090909092,0.28571428571428575,0.7288135593220338,0.6319444444444444,0.282449733415788,0.2482396382398553,0,1,0,0,0,1
323,0.6181818181818182,0.22619047619047622,0.9491525423728814,0.7777777777777778,0.4291002991760128,0.3796222070216381,1,0,0,0,0,1
324,0.5527272727272726,0.08333333333333345,0.7457627118644068,0.5625,0.26156173221239803,0.24132199686152703,0,0,0,0,0,1
325,0.5345454545454544,0.3571428571428573,0.7288135593220338,0.7777777777777778,0.288892881616553,0.2974369132772293,1,0,0,0,0,1
326,0.3490909090909091,0.19047619047619044,0.6440677966101694,0.5555555555555556,0.2051235981347464,0.17654377922974393,0,1,0,0,0,1
327,0.7745454545454544,0.32142857142857156,0.7966101694915254,0.7777777777777778,0.3250697798799957,0.2104293889881055,1,0,0,0,0,1
328,0.4072727272727271,0.10714285714285718,0.6101694915254238,0.5208333333333334,0.3294696729120356,0.19735241591274216,0,1,0,0,0,1
329,0.5818181818181818,0.23809523809523808,0.6271186440677966,0.7777777777777778,0.3447961758954391,0.24510425984332426,1,0,0,0,0,1
330,0.6690909090909091,0.24999999999999994,0.7457627118644068,0.6388888888888888,0.256852634921696,0.2580976640966674,0,1,0,0,0,1
331,0.6436363636363635,0.3333333333333334,0.9661016949152542,0.9027777777777778,0.27580184185455725,0.25019576770343593,1,0,0,0,0,1
332,0.4145454545454545,0.24999999999999994,0.6949152542372882,0.5416666666666666,0.24407915629021773,0.2810636144444069,0,1,0,0,0,1
333,0.7054545454545454,0.38095238095238104,0.9830508474576272,0.7777777777777778,0.48192826461199045,0.38908095961768846,1,0,0,0,0,1
334,0.5127272727272728,0.11904761904761904,0.7627118644067796,0.4652777777777778,0.2800011699620599,0.32759287746025095,0,1,0,0,0,1
335,0.8363636363636363,0.3452380952380953,0.9830508474576272,0.875,0.1885895271681901,0.25904168227133917,1,0,0,0,0,1
336,0.45090909090909087,0.3095238095238095,0.7627118644067796,0.6041666666666666,0.17086042352626554,0.25816575721090673,0,0,0,0,0,1
337,0.6072727272727271,0.369047619047619,0.847457627118644,0.9166666666666666,0.2950184686868013,0.35070120431957924,1,0,0,0,0,1
338,0.5490909090909092,0.07142857142857138,0.711864406779661,0.6180555555555556,0.1502732697096822,0.2516845307920155,0,1,0,0,0,1
340,0.5345454545454544,0.142857142857143,0.7288135593220338,0.5972222222222222,0.325629690294329,0.27244055006855755,0,1,0,0,0,1
341,0.6654545454545453,0.3095238095238095,0.847457627118644,0.8472222222222222,0.2797295716267487,0.3025098502880028,1,0,0,0,0,1
342,0.47636363636363643,0.2023809523809525,0.6779661016949152,0.6944444444444444,0.2549932309337966,0.27820679878794324,0,1,0,0,0,1
343,0.6472727272727272,0.3571428571428573,0.6949152542372882,0.75,0.3057361568417707,0.2671819045644055,1,0,0,0,0,1
